tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,brand
2424507,AmazonHelp,False,Tue Nov 14 19:05:00 +0000 2017,@181629 We’d like to help you; please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. ^BA,,2424508,AmazonHelp
360647,AmazonHelp,False,Sun Oct 08 17:10:38 +0000 2017,@193286 Sorry about the delay in delivery. We've sent a correspondence to your registered email address. Please check and revert. ^SQ,360648,360649,AmazonHelp
2703156,AmazonHelp,False,Sun Nov 19 21:44:26 +0000 2017,"@601721 I'm sorry to hear your replacement Kindles are not working. Can you tell us more about what you're trying to do and the error messages you are getting? Which Kindle device do you have? Kindle E-Ink: https://t.co/VdLQqragyT
Kindle Fire: https://t.co/awbqbLA8vR  ^AF",,2703157,AmazonHelp
1310613,426266,True,Fri Oct 27 05:06:17 +0000 2017,@426267 @115821 @AmazonHelp Already emailed them. AMZL sucks Jess. So bad. So terrible. Every other delivery doesnt happen or goes somewhere else,"1310612,1310614",1310615,AmazonHelp
2804289,AmazonHelp,False,Wed Nov 22 02:12:00 +0000 2017,@438214 I'm sorry for the trouble with the recent delivery. Please keep us updated on the replacement. We want to ensure you receive it. ^RR,2804290,2804291,AmazonHelp
19450,AmazonHelp,False,Wed Nov 01 06:50:32 +0000 2017,@120318 We don't have access to your account over Twitter. Please share your details in the link given earlier by 'GS'. (1/2) ^ZH,,19447,AmazonHelp
665687,AmazonHelp,False,Fri Nov 03 08:17:00 +0000 2017,@278571 Hi Lauren- What was the last communication you received regarding your order? Are we trying to source the item still? ^NV,665688,665689,AmazonHelp
224845,AmazonHelp,False,Thu Oct 05 05:43:25 +0000 2017,@169718 こちらのメッセージはhttps://t.co/st4oU5QbhPからお送りしたものではありません。当サイトではSMSで未納料金などといった内容を送ることはありませんので、記載の電話番号に連絡などされぬよう…。 RI,224846,224847,AmazonHelp
2682000,AmazonHelp,False,Sat Nov 25 23:45:27 +0000 2017,"@754468 ¡Hola. Gamaliel! Cuéntanos, ¿cuáles son los que más te llaman la atención? 🙊📚 ^LC",,2682001,AmazonHelp
2280807,663012,True,Sat Nov 11 20:56:22 +0000 2017,@AmazonHelp AMZL US,2280808,2280806,AmazonHelp
1993279,AmazonHelp,False,Wed Oct 18 20:24:31 +0000 2017,@589901 Just looking to confirm the delivery date! Apologies. Have you been able to contact us here: https://t.co/hApLpMlfHN? ^BL,"1993280,1993281",1993277,AmazonHelp
1143391,AmazonHelp,False,Tue Oct 24 13:12:34 +0000 2017,"@373086 Oh my, this isn't how we want you to feel! Can you tell us more about what's going, Jim? We're here to help! ^KN",,1143392,AmazonHelp
461262,224598,True,Fri Dec 01 02:30:50 +0000 2017,"@AmazonHelp ❤️ Aquela empresa que você respeita! Gosto muito, e o primeiro a ser lido vai ser o Atenção Plena Mindfulness",461264,461261,AmazonHelp
250658,AmazonHelp,False,Thu Oct 05 17:23:58 +0000 2017,@171391 Sorry about that. Please report this to our support team here: https://t.co/vlvfJrlYEH. ^MP (1/2),"250659,250660",250651,AmazonHelp
2824715,786974,True,Mon Nov 27 09:27:51 +0000 2017,T.M.G便って何…？？見たことない不在伝票でアマゾンからの荷物って書いてるけど、何も買ってないんだけど(;´･ω･)誰かから何か、送ってもらったのかしら。,2824713,,AmazonHelp
204926,AmazonHelp,False,Thu Oct 05 00:49:00 +0000 2017,"@164539 「TVCM洋画ソングス」ですね、、( ..)φﾒﾓﾒﾓ
勝手に突撃させていただいたのに、喜んでいただけて嬉しいです(*ﾉωﾉ)
朝のお忙しい時間帯に、リプライいただきまして、ありがとうございました。
今後ともどうぞご贔屓に。。。。(‘v`◎)TY",204927,204924,AmazonHelp
93715,AmazonHelp,False,Thu Nov 30 16:35:28 +0000 2017,@136313 Please keep us updated on this! We want to be sure this works properly for you. ^MT,,93713,AmazonHelp
2883452,AmazonHelp,False,Tue Nov 28 10:15:00 +0000 2017,"@799935 Oi Wellersom! ficamos felizes em saber que conseguiu aproveitar as nossas promoções! espero que aproveite bastante a leitura, um grande abraço! 😀 ^NP",,2883453,AmazonHelp
1286357,400336,True,Thu Oct 26 18:48:47 +0000 2017,"@117093 my order didn't show up, I got a phone message, got disconnected when I called back after hold for 10 minutes. No email sent.",1286356,,AmazonHelp
378491,205819,True,Mon Oct 09 05:27:31 +0000 2017,@AmazonHelp I just ordered 2 but now I only want one now so just send one and keep the other 😂‼️,378493,378490,AmazonHelp
2064416,AmazonHelp,False,Wed Nov 08 09:08:00 +0000 2017,@407554 Every canceled order would be sent with an email specifying the reason for the cancellation. 1/2 ^SB,,2064414,AmazonHelp
580543,AmazonHelp,False,Sun Dec 03 12:11:00 +0000 2017,"@256771 Hi, sorry to hear that. What delivery date was stated in the order confirmation email? ^JJ",580544,580545,AmazonHelp
2931407,253807,True,Wed Nov 29 07:42:22 +0000 2017,Worst @115821 experience I’ve had. Poor book I bought for my little cousin was completely folded up and smashed. Can’t even turn the pages. @AmazonHelp https://t.co/XIcgAahAxc,2931406,,AmazonHelp
590814,AmazonHelp,False,Sun Dec 03 17:22:35 +0000 2017,"@259751 Okay, thanks for that info. If there are any damages to the package delivered today, you can check your available return or replacement options here: https://t.co/xyGccUnrOA Have you received any e-mail updates for your printer? Let us know. We want to help! ^SM",590815,590812,AmazonHelp
2822341,AmazonHelp,False,Mon Nov 27 08:04:00 +0000 2017,"@786511 Entendo Rafaela, nesse caso, te envio o link de nosso site referente aos cartões e bandeiras que são aceites. Te peço por gentileza olhar as informações: https://t.co/EHkjwGp5h1 ^CJ",2822340,2822342,AmazonHelp
437990,219050,True,Tue Oct 10 17:50:51 +0000 2017,"@AmazonHelp Si, es que no tengo como saber cual empresa en Chile tiene mi pedido. Dice ASM pero es española.",437989,437991,AmazonHelp
844186,AmazonHelp,False,Fri Oct 20 19:14:00 +0000 2017,@320702 We apologize for the inconvenience caused in this regards. ^SM (1/2),,844185,AmazonHelp
748726,AmazonHelp,False,Wed Oct 11 17:25:00 +0000 2017,"@298986 Sorry to know about the issues with your product. Please call us here: https://t.co/TK4yevTaND, we'll assist you. ^NR",748727,748728,AmazonHelp
1239298,AmazonHelp,False,Mon Nov 13 09:35:53 +0000 2017,@410696 Apologies for the inconvenience. Please reach out to us here: https://t.co/vlvfJr4nN9 and we will help you. ^AH,1239299,1239300,AmazonHelp
2979626,821752,True,Thu Nov 30 03:44:48 +0000 2017,@AmazonHelp the stroller I ordered came with MOUSE POO in the bassinet. DISGUSTING,2979625,,AmazonHelp
1406048,AmazonHelp,False,Thu Oct 19 18:21:32 +0000 2017,@446824 Sorry for the misbehavior. I'd like to take a closer look into this. Please fill in this (1/2)^SQ,,1406049,AmazonHelp
2722742,763827,True,Mon Nov 20 11:08:09 +0000 2017,"@AmazonHelp Hey! We have from a really helpful guy at Amazon called Ajay, but @116324 were less so; basically refusing to tell us where the parcel was, and that we should contact Amazon to start an 'Investigation'. I didn't want an investigation, I wanted an update haha!","2722744,2722745",2722741,AmazonHelp
940492,AmazonHelp,False,Sat Oct 21 15:37:36 +0000 2017,@342955 I'm so sorry. Please use the following link so we can go over options: https://t.co/hApLpMlfHN ^DO,,940493,AmazonHelp
1544070,AmazonHelp,False,Tue Oct 17 13:31:43 +0000 2017,@478303 Gotcha! Could you tell us who the carrier was? You can view it here: https://t.co/Y5jpI9gRhE ^TK,1544071,1544068,AmazonHelp
1479483,463549,True,Fri Nov 03 06:27:14 +0000 2017,Bjr @AmazonHelp. J’ai commandé @115766 pour une réception ce jour. Pourquoi la livraison est-elle retardée ? Merci de trouver une solution... rapidement.,1479481,,AmazonHelp
1635825,AmazonHelp,False,Tue Oct 17 13:04:00 +0000 2017,"@500370 Thanks for letting us know, Ali! When did you place your pre-order for the book? Please let us know! We're here to help. ^FD","1635826,1635827",1635828,AmazonHelp
278712,AmazonHelp,False,Fri Oct 06 08:17:00 +0000 2017,@182467 Amazonでポチっていただき、ありがとうございます！(これでもう尾てい骨が痛くなりませんね！)O o｡.(´-`*) RI,,278713,AmazonHelp
283169,AmazonHelp,False,Fri Oct 06 20:39:28 +0000 2017,@183448 Mon collègue prend votre dossier en charge il vous tiendra informé des nouvelles dans les brefs délais . Merci de patienter ^BR,283170,283168,AmazonHelp
2924531,AmazonHelp,False,Wed Nov 29 03:27:27 +0000 2017,"@809246 I'm sorry, that's so frustrating! Please reach out to us here so that we can take a closer look at your order: https://t.co/hApLpMlfHN ^EA",,2924529,AmazonHelp
138974,AmazonHelp,False,Fri Nov 24 11:07:29 +0000 2017,"@147314 Considering that One plus 5T in on flash sale, we do not have any information regarding the availability of exchange option. ^KA",,138975,AmazonHelp
882564,329570,True,Fri Oct 20 19:42:12 +0000 2017,"Só porque eu busco muito pela palavra ""oasis"" o google e o facebook NÃO PARAM de me mostrar anúncios do kindle oasis, da @115821",882562,,AmazonHelp
389914,208312,True,Mon Oct 09 14:57:31 +0000 2017,Looking at my bookshelf I can tell which books I bought in the last year from @115821 by the damage caused by consistent shitty packaging.,389912,,AmazonHelp
1881766,AmazonHelp,False,Wed Oct 18 10:45:00 +0000 2017,"@561550 Rafa, ¿te aparece algún mensaje de error a la hora de realizar la compra? ^VL",1881767,1881768,AmazonHelp
1563568,AmazonHelp,False,Sat Nov 04 10:45:33 +0000 2017,"@482849 Bonjour, je suis désolé d'apprendre cela. Quel est le souci que vous rencontrez ? ^ME",,1563569,AmazonHelp
1651548,AmazonHelp,False,Tue Oct 17 15:54:00 +0000 2017,@313946 Merci à vous ! ^AR,,1651547,AmazonHelp
353599,192558,True,Sun Oct 08 14:08:01 +0000 2017,@AmazonHelp I had submit the info which was being ask on that link here is the screenshot https://t.co/z2e18354Ke,353601,353598,AmazonHelp
1745410,AmazonHelp,False,Tue Oct 17 20:23:01 +0000 2017,"@526286 Hi Sarah! We do not have access to account info here, but if you reach out here: https://t.co/TqFCV36MUg we can help! ^FR",1745411,1745412,AmazonHelp
2110262,AmazonHelp,False,Sun Nov 26 13:31:31 +0000 2017,"@494348 Thanks for the confirmation, Jitansh. We have already responded to you via DM. Request you to check. ^NK",,2110260,AmazonHelp
518739,239678,True,Sat Dec 02 01:43:24 +0000 2017,"Amazon様様。
毎日Amazonから荷物が届く",518738,,AmazonHelp
2741804,768038,True,Mon Nov 20 18:18:49 +0000 2017,@AmazonHelp I ordered a monitor that said there were a few left. I also put one in my cart for later. That was on 10/21. I have contacted many times and no one can give me any more info than what I can get off of my account. I am just told it is not available. I know that. Help,"2741805,2741801",,AmazonHelp
2287094,664510,True,Sun Nov 12 02:07:05 +0000 2017,@AmazonHelp É sim 😊,2287096,2287093,AmazonHelp
1498570,467935,True,Sat Nov 04 08:27:24 +0000 2017,@AmazonHelp at 7.16 AM your mail has asked me to wait for 24-48 hours. very Strange! One can come around the globe twice in this period.,"1498572,1498573",1498569,AmazonHelp
1264513,402093,True,Thu Oct 26 11:45:30 +0000 2017,@AmazonHelp it’s been more than 72 hours and no response from #amazon CS saying the issue has been elevated. @115850 service sucs,1264512,,AmazonHelp
321383,AmazonHelp,False,Sat Oct 07 13:00:31 +0000 2017,@192570 I'm sorry for that. Could you please elaborate your concern so that I can assist you accordingly? ^AU,"321384,321385",321386,AmazonHelp
1775074,533440,True,Wed Nov 08 04:36:00 +0000 2017,Today they stole an Amazon box on my porch. Reached thru gate w/stick. Jokes on them. Its Dalmatian ears/tail tht arrived late for Halloween,1775073,,AmazonHelp
477668,AmazonHelp,False,Fri Dec 01 12:08:00 +0000 2017,"@228477 Oh no! We certainly want to assist you. Without providing any personal account information, could you tell us what happened? ^GP",477663,477669,AmazonHelp
197773,162511,True,Wed Oct 04 13:55:07 +0000 2017,"@AmazonHelp This is the problem right here. I explain the issue &amp; instead of fixing it, I just get sent the same patronising explanations. https://t.co/MncyD5MnMv","197771,197774,197775",197776,AmazonHelp
439223,AmazonHelp,False,Wed Oct 11 20:17:09 +0000 2017,"@219317 Cuéntanos, ¿qué has comprado Guardiana De Libros? 😍🎁 ^JJ https://t.co/8ImeBEXGfq",439224,439221,AmazonHelp
225049,AmazonHelp,False,Thu Oct 05 06:55:30 +0000 2017,@158231 Avez-vous signalé cela à notre SAV ? ^SN,"225050,225051",225047,AmazonHelp
1050406,AmazonHelp,False,Sat Nov 25 17:56:42 +0000 2017,@368240 I'm sorry your parcel was not delivered to your safe place. We're unable to access account info via Twitter. Please contact us directly to report this: https://t.co/JzP7hlA23B ^JF,1050407,1050408,AmazonHelp
1140949,388565,True,Tue Oct 24 15:58:29 +0000 2017,@AmazonHelp Hoy,1140950,1140948,AmazonHelp
390026,207243,True,Mon Oct 09 14:41:26 +0000 2017,@115821  will you deliver my phone i have already paid in full. Order no 405-6215400-8865915,390024,,AmazonHelp
2630048,AmazonHelp,False,Fri Nov 17 18:06:00 +0000 2017,"@742719 We'd like to look into this for you. At your earliest convenience, please contact us here: https://t.co/JzP7hlA23B ^LI",,2630049,AmazonHelp
2460710,AmazonHelp,False,Wed Nov 15 07:39:00 +0000 2017,@704595 Please don’t provide your order details as we consider them to be personal info. Our page is visible to the public. 2/2^SC,2460711,2460712,AmazonHelp
469435,AmazonHelp,False,Sun Dec 03 11:16:29 +0000 2017,"@226779 Being on Twitter we wouldn't be able to arrange a call back. However, if the issue is not resolved via chat or email. Kindly drop your details here: https://t.co/beaaDm0muc and we'll get in touch with you soon. ^BV",,469434,AmazonHelp
1137863,201848,True,Sun Oct 15 15:08:32 +0000 2017,@121284 Will i be able to change alexa voice to English US?????,1137861,1137866,AmazonHelp
2263062,658829,True,Tue Nov 21 11:02:51 +0000 2017,@AmazonHelp Sorted - that email isn't used for an Amazon account anyway!,2263063,2263061,AmazonHelp
2192366,641705,True,Thu Nov 09 20:47:08 +0000 2017,@AmazonHelp Tracking number 205-3768541-9941926. Last 2 days attempted delivery. Been in both days,2192365,2192367,AmazonHelp
2116211,AmazonHelp,False,Wed Nov 08 13:39:26 +0000 2017,@623811 so that we can assist you accordingly. (2/2)^SU,,2116212,AmazonHelp
1890597,563808,True,Sun Nov 26 08:58:24 +0000 2017,@AmazonHelp Trying to reach customer care but it fails always,1890599,1890596,AmazonHelp
2300776,667759,True,Sun Nov 12 17:35:16 +0000 2017,@AmazonHelp Yeah it says delayed now,2300778,2300774,AmazonHelp
384563,207050,True,Mon Oct 09 10:55:56 +0000 2017,@115850 here we go. A brand like amazon cheats on customers. Makes fool of them. Their Cc takes the replacement request and refund request https://t.co/lVYnss6y3z,"384564,384562",,AmazonHelp
1108288,AmazonHelp,False,Wed Nov 08 16:02:41 +0000 2017,@381561 What information was given when you called? Did we mention following up with you? ^LI,1108289,1108286,AmazonHelp
2291156,AmazonHelp,False,Sun Nov 12 10:36:41 +0000 2017,"@665469 Hi Shirelle- Without providing personal info, can you explain further what  has happened? Thank you. ^NV",2291157,2291158,AmazonHelp
1505028,AmazonHelp,False,Fri Nov 03 16:36:00 +0000 2017,@469296 I'm sorry for the delay! We aim to deliver by the date given in your order confirmation e-mail. Have we missed that date? ^TK,1505029,1505030,AmazonHelp
181221,158552,True,Sat Nov 25 01:46:59 +0000 2017,I only wanted one thing for Black Friday and I didn't even have to go to the store to get it thanks to the wonderful invention that is @117795 :D,181219,,AmazonHelp
218093,AmazonHelp,False,Wed Oct 04 22:31:39 +0000 2017,"@167996 Oh no, I'm terribly sorry! To confirm, which carrier was delivering? You can see that info here: https://t.co/Y5jpI9gRhE ^NC",218092,218094,AmazonHelp
1241764,AmazonHelp,False,Wed Oct 25 22:56:55 +0000 2017,"@411286 When you last spoke to us, what information or options were provided?  ^AG","1241765,1241766",1241763,AmazonHelp
665534,AmazonHelp,False,Fri Nov 03 02:26:00 +0000 2017,"@118506 I get your concern, Surendra. COD depends on courier services available at your pincode, seller and product. (1/2) ^SV",,665533,AmazonHelp
181013,158515,True,Wed Oct 04 12:37:15 +0000 2017,"Well, I'm done with @115821. Seriously? Scripted answers to chat support? 3 attempts to find my house that all failed without a call? #fail",181012,,AmazonHelp
386493,207494,True,Mon Oct 09 12:46:59 +0000 2017,@AmazonHelp order-259101304696 deliver was on oct 7th .. Still didn’t receive ..Need it soon..Customer executive is giving same lame reasons,386492,,AmazonHelp
345111,198104,True,Sun Oct 08 02:21:09 +0000 2017,@AmazonHelp At 4pm it said there was a delay but it would show up by 8. At 8 it updated to say it would be here sometime in the next 4 days.,345109,345113,AmazonHelp
1576266,485642,True,Sat Nov 04 18:50:14 +0000 2017,"@AmazonHelp Non pas du tout, et maintenant la commande n'apparaît même plus sur l'application, impossible d'accéder à son suivi",1576267,1576265,AmazonHelp
2939229,812384,True,Wed Nov 29 12:51:32 +0000 2017,Bravo @120533 vous nous faite payer une abonne prime pour être livrais rapidement et au final ben colis perdue en Haut de la France alors que je suis en bas de la France https://t.co/TolL0OEE8D,2939227,,AmazonHelp
438014,219057,True,Tue Oct 10 17:42:37 +0000 2017,@115821 I have e-mailed twice about an order that was delivered with the wrong items and have not received a responce.,438013,,AmazonHelp
2198946,AmazonHelp,False,Fri Nov 10 01:59:00 +0000 2017,"@491999 I'd like to personally help you. Kindly fill in your details here: https://t.co/GIJyeYqKE0, and I'll look into it. ^NR",,1603097,AmazonHelp
1488718,AmazonHelp,False,Fri Nov 03 09:53:27 +0000 2017,"@465794 We haven't received your details yet, kindly share your details from your registered Amazon account through 1/2 ^SY",,1488717,AmazonHelp
332023,AmazonHelp,False,Mon Oct 09 13:07:31 +0000 2017,"@195058 We understand your concern, however kindly revert to the e-mail sent earlier and our team will get back to you shortly. ^RD","332024,332025",332022,AmazonHelp
833948,118356,True,Fri Oct 13 06:31:50 +0000 2017,Order ID 405-4331664-4121908 .. 5 days since I placed the order..No update yet @AmazonHelp,"833946,833950",,AmazonHelp
282731,183360,True,Fri Oct 06 12:20:06 +0000 2017,@115850 Made in India ?,282729,282732,AmazonHelp
1125088,AmazonHelp,False,Sat Nov 25 11:33:50 +0000 2017,@385289 Hey there! Have you been in contact with our customer service about these unknown charges? ^AP,,1125087,AmazonHelp
2455227,AmazonHelp,False,Wed Nov 15 03:54:30 +0000 2017,@703323 Please don’t provide your order details as we consider them to be personal info. Our page is visible to public.2/2^SC,,2455228,AmazonHelp
1246333,AmazonHelp,False,Thu Oct 26 00:57:29 +0000 2017,@412404 Sorry! I'd like a member of my team to review this with you. Please give us more details here: https://t.co/Yylfz8wKww ^VB,,1246334,AmazonHelp
640675,272014,True,Fri Nov 24 06:35:51 +0000 2017,"@115850  Hi Team, i have Ordered Redmi Note 4 on 21st and as i am a PRIME MEMBER it was suppose to delivery on 22nd but noone tried to contact me for delivery and it was not delivered. i called Twice on 23rd and your team agreed and confirmed that there is mistake from yourside",640674,,AmazonHelp
2763547,AmazonHelp,False,Tue Nov 21 08:38:29 +0000 2017,@773063 On reste à votre disposition en cas de besoin. ^AR,,2763546,AmazonHelp
691113,285148,True,Tue Oct 10 18:30:21 +0000 2017,"@AmazonHelp Any idea why my order was randomly delayed? Preordered two books to show up today, just got an email that they are now delayed.",691111,,AmazonHelp
21532,AmazonHelp,False,Wed Nov 15 16:00:31 +0000 2017,"@120700 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.
 ^CB",,21530,AmazonHelp
437885,AmazonHelp,False,Sat Nov 25 06:51:26 +0000 2017,@219016 You can send us an e-mail using this sequence: 1. Prime and Something else 2. More non-order questions&gt; Give Amazon feedback&gt; Opportunities for improvement 3. Choose the E-mail option. Just let us know what'sup and we'll assist. https://t.co/hApLpMlfHN ^EZ,437886,437883,AmazonHelp
2437710,AmazonHelp,False,Sun Oct 29 15:57:00 +0000 2017,"@699273 I'm sorry, we're always working to improve our catalog to ensure access to the best selection of movies &amp; TV shows ^AN",,2437711,AmazonHelp
2761498,AmazonHelp,False,Sat Nov 18 04:07:57 +0000 2017,@625793 I'm sorry about the delay. I have checked and we have not received your details. Request you to share via the secure link mentioned earlier. We'll look into it. ^SB,2761497,2761499,AmazonHelp
1229695,AmazonHelp,False,Wed Oct 25 20:35:35 +0000 2017,@408413 Hey there! We'd like to help. Do you mind telling us a little more about what's going on? ^NM,1229696,1229697,AmazonHelp
477748,228492,True,Fri Dec 01 13:00:32 +0000 2017,"@AmazonHelp I am currently at work right now, but I did click on the link and submit an email with the order number and current issue. It makes me a little uneasy that there's a possibility of it taking up to 12 hours for it to be reviewed. Thank you!","477750,477751",477747,AmazonHelp
198001,162539,True,Wed Oct 04 13:53:44 +0000 2017,"@AmazonHelp Não aparecem. Eu já desinstalei e instalei, mas não resolveu.
Na minha conta, no site, eles aparecem em conteúdo, mas no app não 😢","198000,198002",198003,AmazonHelp
429513,217150,True,Tue Oct 10 15:19:06 +0000 2017,@AmazonHelp Why there is no transparency.. the winner list should be made public.. don't you think so ?,429515,429512,AmazonHelp
2105882,178206,True,Wed Nov 08 13:37:46 +0000 2017,"@AmazonHelp Your site says ""Expected Nov 5 &amp; 6"" (multiple orders) and all the tracking says is ""Arrival Scan Brantford""","2105883,2105884",2105881,AmazonHelp
101807,AmazonHelp,False,Thu Nov 30 19:56:44 +0000 2017,@137086 I get your disappointment. Please be informed that our team is working on the issue and will get it resolved at the earliest.  Appreciate your patience while we are working on this. ^GD,,101806,AmazonHelp
2952231,AmazonHelp,False,Wed Nov 29 18:06:00 +0000 2017,@815185 Great to hear! So glad we could give you a hand- let us know if we can be of any further assistance! ^BL,,2952232,AmazonHelp
1224549,AmazonHelp,False,Mon Oct 16 00:57:00 +0000 2017,@235039 Was this order placed on https://t.co/nUUp5MLhYl or Amazon.ca?,1224550,1224547,AmazonHelp
27351,AmazonHelp,False,Wed Nov 01 10:26:55 +0000 2017,"@121990 I'm so sorry to hear this! When you contacted us, what information or options were given for these orders? ^TH",27352,27353,AmazonHelp
339683,AmazonHelp,False,Sat Oct 07 23:58:27 +0000 2017,"@197062 Have you had the chance to report these incidents with us? If not, you can do so here: https://t.co/hApLpMlfHN ^HC",,339684,AmazonHelp
2934429,803283,True,Wed Nov 29 09:37:49 +0000 2017,@115850 I am not receive my 75 rs cash back yet. My registered mobile number is 8238240804. I am waiting for my cashback.,2934428,,AmazonHelp
1590613,489038,True,Sun Nov 05 00:17:12 +0000 2017,@AmazonHelp Thank you the item was not damaged. The package was shipped with AMZL US.,1590615,1590612,AmazonHelp
56889,128886,True,Wed Nov 01 19:48:07 +0000 2017,@AmazonHelp Why did it change?  That page only tells me it will be 3-5 days.,56887,56890,AmazonHelp
1338761,432264,True,Fri Oct 27 14:57:38 +0000 2017,@115821 i ordered a laptop sleeve and got the wrong size i wanna exchange or return it. pls help,1338760,,AmazonHelp
1640343,501501,True,Sun Nov 05 23:35:54 +0000 2017,"@AmazonHelp não há descrição, mas imagino que seja um kindle unlimited que eu já havia cancelado e pelo jeito aconteceu de cobrarem R$19,90","1640342,1640344",1640345,AmazonHelp
510422,AmazonHelp,False,Fri Dec 01 22:31:57 +0000 2017,@237266 I'm sorry your order hasn't arrived yet! Can you confirm the delivery speed and date showing for the order: https://t.co/aaDyEz1VgE? ^LR,,510423,AmazonHelp
1383833,AmazonHelp,False,Sat Oct 28 09:26:00 +0000 2017,"@442049 Amazon pay balance cannot be transferred to your bank account. However, you can shop  1/2 ^AH",,1383830,AmazonHelp
1827369,357323,True,Wed Oct 18 04:59:16 +0000 2017,@AmazonHelp Refund status shows issued. But yet not credited into my accounts. Other product of ₹189 yet not initiated refund. Will i get for sure?,1827371,1827368,AmazonHelp
495903,AmazonHelp,False,Fri Dec 01 19:12:01 +0000 2017,"@233281 Once you fill in all the issues of the detail on that page it will give you the contact options. Normally Phone, E-mail, and Chat; if you want to reach us by phone you'll select it at the bottom of the page and input your number for our system to connect you. ^GS",495904,495902,AmazonHelp
1122841,383454,True,Tue Oct 24 07:02:47 +0000 2017,@115851 @115850  the winner for cheating through @348 .india is heaven for you cheating People's.,"1122839,1122843",,AmazonHelp
977263,AmazonHelp,False,Sun Oct 22 05:08:39 +0000 2017,@351782 Can you tell me if your order is shipped and sold by a third party seller or by Amazon? Check here: https://t.co/Y5jpI9gRhE ^DW,977264,977261,AmazonHelp
578393,AmazonHelp,False,Sun Dec 03 10:38:54 +0000 2017,"@256156 No problem, Chris. Happy to help!^TI",,578394,AmazonHelp
794499,AmazonHelp,False,Thu Oct 12 14:05:01 +0000 2017,"@123478 Lindo demais, né! 💙 ^DA",,794500,AmazonHelp
507104,AmazonHelp,False,Fri Dec 01 21:51:54 +0000 2017,@236398 Você recomendaria esse livro aos nossos amigos leitores Denise? 📚👏 ^JJ,507105,507103,AmazonHelp
180749,AmazonHelp,False,Wed Oct 04 12:25:36 +0000 2017,@158483 and we will consider your feedback to provide a better shopping experience. [3/3] ^NS,,180750,AmazonHelp
683854,283206,True,Thu Nov 23 12:06:23 +0000 2017,"@AmazonHelp si, es de amazon: Vendido por: Amazon EU S.a.r.L.",683853,683855,AmazonHelp
1259700,415149,True,Thu Oct 26 09:47:42 +0000 2017,@AmazonHelp Getting it at a cheaper price on @118702,1259702,1259699,AmazonHelp
348159,AmazonHelp,False,Sun Oct 08 14:09:30 +0000 2017,@198898 Thank you for the heads up. We're working through it and will be in touch soon. ^MP,,348158,AmazonHelp
2882715,AmazonHelp,False,Tue Nov 28 09:47:29 +0000 2017,"@799782 I understand your concern regarding cash on delivery. Due to certain courier constraints, cash on delivery is not available for all pincodes. We'd like to check this and confirm, kindly connect with us here: https://t.co/vlvfJr4nN9 ^SG",,2882716,AmazonHelp
537434,244581,True,Sat Dec 02 14:12:36 +0000 2017,@AmazonHelp I’ve received nothing. I need a more accurate answer as I will have to go out and purchase them instead. Can you cancel them on my behalf as I’m not receiving any positive updates........,537436,537433,AmazonHelp
425133,134321,True,Sat Nov 18 14:42:07 +0000 2017,@AmazonHelp I am still waiting on this. Do you have any value for your customers and their hard earned money or you people only know how to do fraud?,425132,425134,AmazonHelp
1318193,AmazonHelp,False,Mon Oct 16 11:42:23 +0000 2017,"@427868 Hola Marc, sentimos lo ocurrido. ¿Has conseguido hablar con @130687  para verificar lo que ocurrió con tu pedido? ^DA",1318194,1318195,AmazonHelp
115959,AmazonHelp,False,Wed Nov 22 21:18:00 +0000 2017,"@141822 Hi, hast du eine deutsche Rechnungsadresse und eine deutsche Zahlungsart in deinem Kundenkonto hinterlegt? Gruß ^MI",115952,115960,AmazonHelp
529181,214639,True,Sat Dec 02 09:10:27 +0000 2017,@AmazonHelp Yea I did .. sadly the same bug always!!,529183,529180,AmazonHelp
1281426,AmazonHelp,False,Sat Oct 28 16:44:29 +0000 2017,"@419812 Upon clicking the link shared in the tweet above, you will land on a form. Kindly fill and submit the same. ^CB",,1281425,AmazonHelp
388531,AmazonHelp,False,Mon Oct 09 14:14:44 +0000 2017,"@207427 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^MM",,388532,AmazonHelp
1669793,AmazonHelp,False,Tue Oct 17 15:43:00 +0000 2017,"@508377 Oh no! I'm so sorry to hear this! Have you tried to reach us by phone for real-time assistance? If so, what was advised?^FR",1669794,1669795,AmazonHelp
985462,353570,True,Sun Oct 22 11:01:34 +0000 2017,"@AmazonHelp Its listed directly by Amazon. I was offered a partial refund, then a replacement. But all I need is a lid!",985464,985461,AmazonHelp
1955977,580507,True,Wed Oct 18 17:04:49 +0000 2017,@AmazonHelp Delivery date is today..  it's 6pm already!,1955979,1955976,AmazonHelp
1397871,AmazonHelp,False,Sat Oct 28 15:40:00 +0000 2017,"@121804 I hate that this has happened! Without sharing personal info, can you tell us what's going on? We'd like to help if we can. ^AL",,1397872,AmazonHelp
973501,AmazonHelp,False,Sat Oct 14 06:57:00 +0000 2017,"@350876 Please drop your details here: https://t.co/5RTkvHYUdd, we'll check and get back on this. ^HT",,973502,AmazonHelp
